Product ID,Product Name,Brand,Category,Description,Unit Type,Pack Size,Cost Price,Selling Price,Reorder Level,Current Stock,Product Status
PROD-000051,Classic Cream,Family Treat,Kids Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,12 x 150g,12524,15200.0,164,898,Active
PROD-000052,Caramel Cream,Golden Bite,Kids Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,20 x 100g,8159,9500.0,259,1880,Active
PROD-000053,Honey Crunch,Crunchy Gold,Plain Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,10 x 200g,4262,5900.0,236,1222,Active
PROD-000054,Coconut Crunch,Happy Crunch,Wafer Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,12 x 150g,5964,7400.0,157,2801,Active
PROD-000055,Coconut Crunch,Premium Choice,Wafer Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,24 x 50g,8570,9900.0,287,2351,Active
PROD-000056,Chocolate Delight,Royal Treat,Wafer Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,24 x 75g,9828,11700.0,140,2013,Active
PROD-000057,Family Pack,Crunchy Gold,Sandwich Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,48 x 25g,8107,10000.0,166,1895,Active
PROD-000058,Family Pack,Crispy Crown,Chocolate Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Box,10 x 200g,13500,17000.0,231,1627,Active
PROD-000059,Vanilla Cream,Premium Choice,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,20 x 100g,9982,13600.0,204,1204,Active
PROD-000060,Honey Crunch,Golden Bite,Cream Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,24 x 50g,3091,3800.0,113,2229,Active
PROD-000061,Caramel Cream,Happy Crunch,Kids Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,24 x 50g,7506,9800.0,179,1703,Active
PROD-000062,Cocoa Sandwich,Golden Bite,Wafer Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,10 x 200g,14532,17100.0,64,2654,Active
PROD-000063,Caramel Cream,Happy Crunch,Sandwich Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,12 x 150g,5738,7800.0,288,832,Active
PROD-000064,Classic Crackers,Family Treat,Cream Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,12998,17900.0,295,855,Active
PROD-000065,Classic Cream,Premium Choice,Chocolate Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,10 x 200g,10659,13100.0,172,2607,Active
PROD-000066,Cocoa Sandwich,Golden Bite,Sandwich Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Pack,20 x 100g,8140,10800.0,298,1697,Active
PROD-000067,Classic Cream,Happy Crunch,Kids Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Box,20 x 100g,7968,9600.0,298,1892,Active
PROD-000068,Butter Delight,Crispy Crown,Chocolate Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,20 x 100g,4463,6000.0,101,1515,Active
PROD-000069,Family Pack,Family Treat,Crackers,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,48 x 25g,5839,7400.0,73,1904,Active
PROD-000070,Strawberry Cream,Daily Delight,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,24 x 75g,10734,12800.0,190,2851,Active
PROD-000071,Caramel Cream,Crispy Crown,Wafer Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 50g,8554,11800.0,142,2176,Active
PROD-000072,Rich Chocolate,Happy Crunch,Cream Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,48 x 25g,5513,6600.0,264,2302,Active
PROD-000073,Vanilla Cream,Sweet Valley,Wafer Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,10 x 200g,12507,16600.0,93,2152,Active
PROD-000074,Premium Wafer,Crunchy Gold,Cream Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Pack,12 x 150g,3652,4600.0,99,1451,Active
PROD-000075,Vanilla Cream,Royal Treat,Kids Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,48 x 25g,10169,13200.0,86,2237,Active
PROD-000076,Golden Crunch,Sweet Valley,Wafer Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,6972,9700.0,182,2025,Active
PROD-000077,Caramel Cream,Crispy Crown,Assorted Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,7590,8800.0,126,2531,Active
PROD-000078,Honey Crunch,Daily Delight,Cream Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,12 x 150g,9262,12500.0,55,2097,Active
PROD-000079,Butter Delight,Biscuit House,Assorted Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,24 x 75g,5796,7700.0,221,3000,Active
PROD-000080,Family Pack,Crispy Crown,Chocolate Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Box,10 x 200g,10881,13800.0,196,3243,Active
PROD-000081,Milk Crunch,Family Treat,Kids Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,12 x 150g,11073,14400.0,59,1308,Active
PROD-000082,Rich Chocolate,Daily Delight,Wafer Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,10 x 200g,5018,6300.0,257,1995,Active
PROD-000083,Caramel Cream,Golden Bite,Kids Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,12 x 100g,2875,4000.0,190,1609,Active
PROD-000084,Golden Crunch,Happy Crunch,Wafer Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Box,12 x 150g,14475,18000.0,209,1607,Active
PROD-000085,Cocoa Sandwich,Crunchy Gold,Crackers,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,10 x 200g,7436,9100.0,215,1496,Active
PROD-000086,Coconut Crunch,Premium Choice,Assorted Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,48 x 25g,5929,7300.0,173,2470,Active
PROD-000087,Family Pack,Crispy Crown,Assorted Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,12 x 150g,3934,4800.0,243,1919,Active
PROD-000088,Milk Crunch,Crispy Crown,Plain Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,24 x 75g,6444,8600.0,138,2650,Active
PROD-000089,Chocolate Delight,Daily Delight,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Carton,24 x 50g,9060,12300.0,288,1892,Active
PROD-000090,Cocoa Sandwich,Happy Crunch,Chocolate Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 50g,2700,3300.0,117,2791,Active
PROD-000091,Premium Wafer,Crunchy Gold,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Box,12 x 100g,5878,7600.0,187,1499,Active
PROD-000092,Vanilla Cream,Crispy Crown,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,24 x 50g,8428,10500.0,110,1720,Active
PROD-000093,Caramel Cream,Sweet Valley,Chocolate Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,10 x 200g,13523,18000.0,66,2083,Active
PROD-000094,Family Pack,Family Treat,Plain Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Carton,12 x 100g,9350,12500.0,56,2577,Active
PROD-000095,Milk Crunch,Sweet Valley,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,12 x 150g,11475,15900.0,186,1641,Active
PROD-000096,Butter Delight,Biscuit House,Wafer Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,12 x 150g,13531,17300.0,122,2193,Active
PROD-000097,Family Pack,Crispy Crown,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,12 x 150g,10060,11700.0,82,2424,Active
PROD-000098,Chocolate Delight,Sweet Valley,Cream Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,24 x 75g,5636,6700.0,228,2577,Active
PROD-000099,Honey Crunch,Royal Treat,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,24 x 50g,11116,13700.0,277,1752,Active
PROD-000100,Cocoa Sandwich,Sweet Valley,Kids Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,10 x 200g,6019,7400.0,250,2009,Active
PROD-000101,Coconut Crunch,Happy Crunch,Assorted Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,10 x 200g,14988,19900.0,279,2740,Active
PROD-000102,Chocolate Delight,Crunchy Gold,Wafer Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,10 x 200g,14892,17700.0,172,1843,Active
PROD-000103,Strawberry Cream,Crispy Crown,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,12 x 100g,8041,10300.0,77,2124,Active
PROD-000104,Family Pack,Sweet Valley,Sandwich Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Pack,20 x 100g,9072,11800.0,246,2458,Active
PROD-000105,Coconut Crunch,Royal Treat,Chocolate Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,48 x 25g,5540,7000.0,203,2107,Active
PROD-000106,Coconut Crunch,Biscuit House,Chocolate Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,12 x 100g,3653,4300.0,188,1808,Active
PROD-000107,Cocoa Sandwich,Sweet Valley,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,20 x 100g,4045,4900.0,285,1326,Active
PROD-000108,Butter Delight,Biscuit House,Kids Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 50g,3960,5400.0,288,1464,Active
PROD-000109,Milk Crunch,Happy Crunch,Kids Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Carton,12 x 100g,3914,4500.0,285,756,Active
PROD-000110,Cocoa Sandwich,Crispy Crown,Plain Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Pack,48 x 25g,10053,12900.0,172,2716,Active
PROD-000111,Premium Wafer,Crispy Crown,Cream Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,12 x 100g,12915,16200.0,291,748,Active
PROD-000112,Vanilla Cream,Biscuit House,Chocolate Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Box,48 x 25g,11345,13600.0,150,1128,Active
PROD-000113,Classic Crackers,Biscuit House,Cream Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,24 x 75g,4493,5300.0,224,1043,Active
PROD-000114,Premium Wafer,Golden Bite,Kids Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Pack,24 x 75g,7889,10000.0,232,2466,Active
PROD-000115,Butter Delight,Premium Choice,Assorted Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,20 x 100g,11978,15000.0,90,3129,Active
PROD-000116,Golden Crunch,Happy Crunch,Plain Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Pack,20 x 100g,8293,9600.0,146,1958,Active
PROD-000117,Rich Chocolate,Sweet Valley,Plain Biscuits,Assorted biscuit selection combining popular flavours in a convenient commercial pack.,Box,24 x 75g,4438,5400.0,268,1688,Active
PROD-000118,Caramel Cream,Royal Treat,Wafer Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Pack,24 x 50g,12417,15600.0,265,2419,Active
PROD-000119,Strawberry Cream,Happy Crunch,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Pack,24 x 75g,5579,7700.0,190,1610,Active
PROD-000120,Honey Crunch,Royal Treat,Cream Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,24 x 50g,2807,3400.0,93,2510,Active
PROD-000121,Caramel Cream,Crunchy Gold,Kids Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,48 x 25g,3798,4700.0,57,1926,Active
PROD-000122,Chocolate Delight,Premium Choice,Sandwich Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,12 x 150g,7249,9800.0,287,2984,Active
PROD-000123,Cocoa Sandwich,Biscuit House,Assorted Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Carton,10 x 200g,9248,11300.0,239,1830,Active
PROD-000124,Classic Cream,Crunchy Gold,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,24 x 50g,10953,13600.0,235,2339,Active
PROD-000125,Vanilla Cream,Golden Bite,Cream Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,10 x 200g,5243,7300.0,236,3004,Active
PROD-000126,Caramel Cream,Crispy Crown,Crackers,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,20 x 100g,8339,11300.0,213,1812,Active
PROD-000127,Strawberry Cream,Golden Bite,Sandwich Biscuits,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Box,24 x 75g,8704,10800.0,64,1705,Active
PROD-000128,Butter Delight,Daily Delight,Assorted Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Pack,12 x 100g,8512,10900.0,273,944,Active
PROD-000129,Vanilla Cream,Family Treat,Sandwich Biscuits,Light and crispy biscuits carefully produced for convenient retail display and high-volume distribution.,Pack,12 x 150g,5893,7200.0,175,2118,Active
PROD-000130,Golden Crunch,Biscuit House,Crackers,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Carton,20 x 100g,11442,13200.0,261,933,Active
PROD-000131,Cocoa Sandwich,Crispy Crown,Chocolate Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,24 x 50g,7505,8800.0,158,1912,Active
PROD-000132,Golden Crunch,Royal Treat,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Pack,12 x 100g,13055,17500.0,148,1727,Active
PROD-000133,Cocoa Sandwich,Daily Delight,Crackers,"Crunchy snack biscuits offering a satisfying bite and distinctive flavour, suitable for everyday consumption.",Carton,24 x 50g,8131,10500.0,178,2236,Active
PROD-000134,Golden Crunch,Premium Choice,Sandwich Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Carton,24 x 75g,3027,3500.0,195,1952,Active
PROD-000135,Coconut Crunch,Crispy Crown,Kids Biscuits,"Rich chocolate biscuits with a balanced sweetness and crisp texture, ideal for supermarkets and wholesale outlets.",Box,24 x 50g,9266,11000.0,70,1305,Active
PROD-000136,Classic Crackers,Royal Treat,Assorted Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Pack,10 x 200g,14488,18800.0,213,1769,Active
PROD-000137,Honey Crunch,Royal Treat,Chocolate Biscuits,Delicious vanilla-flavoured cream biscuits combining a crunchy outer texture with a smooth centre.,Box,24 x 50g,8443,10300.0,124,2862,Active
PROD-000138,Classic Cream,Premium Choice,Sandwich Biscuits,"Crispy golden biscuits with a smooth cream filling, designed for everyday retail and wholesale distribution.",Carton,48 x 25g,10163,13500.0,151,2512,Active
PROD-000139,Caramel Cream,Crispy Crown,Assorted Biscuits,"Golden baked biscuits with a rich buttery flavour, suitable for retailers, distributors and wholesale customers.",Pack,24 x 50g,4028,5300.0,234,680,Active
PROD-000140,Premium Wafer,Family Treat,Plain Biscuits,"Classic family-friendly biscuits packaged for convenient storage, transportation and retail distribution.",Pack,24 x 75g,4687,6500.0,168,2688,Active
PROD-000141,Classic Crackers,Biscuit House,Chocolate Biscuits,Premium-quality wafer biscuits featuring delicate crispy layers and smooth flavoured cream.,Box,24 x 50g,11516,15000.0,202,1769,Active
PROD-000142,Coconut Crunch,Crunchy Gold,Plain Biscuits,"Premium crunchy biscuits with a rich chocolate flavour and satisfying texture, suitable for family consumption.",Carton,20 x 100g,3935,4900.0,151,2044,Active
